id,external_id,title,merchant,description,category
7898,154412,5% back at Capachos Bar & Grill,Capachos Bar & Grill,"Capachos Bar & Grill is a modern Colombian gastrobar where traditional flavors are served in authentic dishes. Enjoy hand-crafted picks like bandeja, tequenos, arepas, and the parilla mixta which are all made to-order. There's plenty on the menu, including a variety of small plates for tapas dining, and a full-service bar is mixing fabulous drinks.",FOOD
7899,154494,5% back at 109 Spicy Gourmet Deli,109 Spicy Gourmet Deli,"Open nearly around the clock, 109 Spicy Gourmet Deli is the place to get delish eats nearly any time of the day. From breakfast favorites to late-night munchies, there's lots to try here. Fresh bagels, omelettes, deli sandwiches, toasty paninis, and more are hand-crafted to-order. Be sure to ask about the Middle Eastern picks, too!",FOOD
7900,154037,5% back at Sushi Tokyo,Sushi Tokyo,"Get a taste of Tokyo in NYC at Sushi Tokyo. Famous for fresh just-from-the-water fish and seafood and a stunning selection of hand-crafted eats, there's plenty to try at this popular eatery. Tempura rolls, specialty rolls, sushi rolls, and nigiri and sashimi are all made-to-order. Platters are also available at this trendy restaurant.  ",FOOD
7901,153851,5% back at Party Fowl,Party Fowl,"Specializing in hot chicken and cold drinks, Party Fowl offers diners a one-of-a-kind experience. The menu is created by Chef Bart Pickens and includes some of his favorite hot chicken dishes. Ranging in heat from mild to what they affectionately call ""poultrygeist"", you'll find plenty of traditional classics and creative spins of old favorites. Check out the scratch-made hot chicken and cheddar, hot chicken beignets, hot chicken street tacos, or the hot chicken Cuban sandwich, just to name a few of the tasty picks. There are more than 20 different local beers to quench the fire or to wash it all down, and here you'll also find a craft cocktail program that's unique to Party Fowl. There are large wall-to-wall TVs for all the best sporting action, and don't forget about brunch on the weekends. Created to bring together the best of Nashville under one roof by combining great drinks, tasty food, and stellar music, check out Party Fowl where you're never far from the heart of the party!",FOOD
7902,154226,5% back at Blaze Pizza,Blaze Pizza,"When you're craving an amazing pizza, head to Blaze Pizza. This fast-casual eatery is famous for their build-your-own-pizza options, and with lots of sauces, cheeses, meats, veggies, and more, you can mix and match to build the pizza of your dreams. There are signature pizzas, too, and don't forget about their famous s'more pie for dessert!",FOOD
7903,154866,5% back at Zhengyalov Hatz,Zhengyalov Hatz,"Zhengyalov Hatz is a delish Armenian bakery where you'll find delicious flatbreads stuffed a variety of ways. The rare Armenian specialties served here combine 15 types of greens and herbs in a griddled wonder. It's a delish and satisfying meal that you can pair with mint tea or their amazing yogurt drink. Friendly and unique, check it out today!",FOOD
7904,153691,5% back at Melbourne Seafood Station,Melbourne Seafood Station,"With plenty of convenient locations and a reputation for serving some of the freshest just-from-the-water fish and seafood, Melbourne Seafood Station is always a tasty place to dine. This family owned and operated spot offers a big menu with customizable bowls, combos, family feasts, special picks for the kids, and much more. ",FOOD
7905,153996,5% back at Shanasheel Restaurant,Shanasheel Restaurant,"Sanasheel Restaurant is a family-friendly eatery that's offering the best flavors from the Mediterranean and the Middle East. You'll find hand-crafted Turkish, Greek, and halal dishes on the menu, along with just-from-the-bakery breads and sweets served here. Stop by today for lunch or dinner and enjoy a delicious meal at this popular spot.",FOOD
7906,154610,5% back at La Tiendita Taqueria,La Tiendita Taqueria,"Inspired by their roots, the hand-crafted Mexican cuisine that's served at La Tiendita Taqueria is amazing. Always fresh and made from the finest ingredients, you can feast on everything from creamy guacamole and elote to hearty burritos, tacos, flautas, and more. Wash it all down with a cold cerveza or refreshing margarita at this popular spot.",FOOD
7907,154514,5% back at Lifted Spirits - Kansas City Distillery,Lifted Spirits Distillery,"What began as a hobby has turned into a fabulous place to enjoy something refreshing at Lifted Spirits Kansas City Distillery. This is not your typical distillery: here, they're inspired by the community and are creating fresh interpretations of classic ingredient-driven spirits. Hand-crafted blends and unique flavors will enliven every moment.",FOOD
7908,154495,5% back at Mariscos La Playa,Mariscos La Playa,"Enjoy the hand-crafted Mexican dishes at Mariscos La Playa. Here, the specialty is just-from-the-water fish and seafood dishes, and with quite a variety of delish dishes to try, you can go back again and again for the hearty portions and friendly service. There's a full bar at this popular spot, so don't forget to order a beer or margarita.",FOOD
7909,154470,5% back at Dock Local,Dock Local,"Sup, sip and be coastal at Dock Local, a lively restaurant that's dishing up fresh and fabulous fish and seafood, all with coastal flare. With fresh and fabulous starters, unbelievable sandwiches, tasty tacos, salads, and creative sides, there's plenty on the menu to enjoy. A full bar stocked with cold beers and spirits ensures plenty of libations.",FOOD
7910,153745,5% back at Outback Steakhouse,Outback Steakhouse,"Australia and barbecues go hand-in-hand, and while a trip down under might be out of the question, there's sure to be an Outback Steakhouse near  you. Known for a terrific variety of tasty eats, unbeatable steaks, and great prices, this Australian-inspired steakhouse is a must-try whenever you're dining out. You'll find a warm and welcoming environment here, but go hungry, because the portions are generous and the prices are just right. Check out the no-fork-needed steakhouse lunch menu or lunch combos that are offered daily, or feast on an Aussie steakhouse dinner with your choice of soup, entree, sides, and dessert. Other favorites include the roasted garlic butter-topped ribeye, seasoned and seared prime rib, or a melt-in-your-mouth filet mignon. The surf and turf is another terrific option, but  there's plenty more on the menu, so no matter if you're in the mood for chicken, seafood, ribs, or pastas, there's lots to tempt you. Plus, it's all made from the freshest and finest ingredients, so that you can dine Aussie-style tonight! Please note: Outback Steakhouse also features a full bar, so order a beer flight, glass of wine, or cocktail with your meal.",FOOD
7911,153795,5% back at Yaso Tangbao - Lawrence Street,Yaso Tangbao - Lawrence Street,"Yaso Tangbao is a fast-casual restaurant dedicated to serving the vibrant flavors of Shanghainese street hawker fare. The authentic dishes are always hand-crafted with the best ingredients, and with flavor profiles often described as fresh, mellow, and nuanced, dining here can be a culinary experience. This trendy spot is open for lunch and dinner.",FOOD
7912,153744,5% back at Outback Steakhouse,Outback Steakhouse,"Australia and barbecues go hand-in-hand, and while a trip down under might be out of the question, there's sure to be an Outback Steakhouse near  you. Known for a terrific variety of tasty eats, unbeatable steaks, and great prices, this Australian-inspired steakhouse is a must-try whenever you're dining out. You'll find a warm and welcoming environment here, but go hungry, because the portions are generous and the prices are just right. Check out the no-fork-needed steakhouse lunch menu or lunch combos that are offered daily, or feast on an Aussie steakhouse dinner with your choice of soup, entree, sides, and dessert. Other favorites include the roasted garlic butter-topped ribeye, seasoned and seared prime rib, or a melt-in-your-mouth filet mignon. The surf and turf is another terrific option, but  there's plenty more on the menu, so no matter if you're in the mood for chicken, seafood, ribs, or pastas, there's lots to tempt you. Plus, it's all made from the freshest and finest ingredients, so that you can dine Aussie-style tonight! Please note: Outback Steakhouse also features a full bar, so order a beer flight, glass of wine, or cocktail with your meal.",FOOD
7913,153764,5% back at D Cafe & Catering - Westview,D Cafe & Catering - Westview,"Famous for their brunch, D Cafe & Catering is a local gem on Westview close to downtown and all major hotels. D's Menu features Buttermilk Pancakes made from scratch, Ms. D's Chicken & Waffles, Grady Fish & Grits, Old  4th Ward Omelette and ""Vaffles"" their vegan friendly waffles.  D café also offers the specialty of full service catering. ",FOOD
7914,153714,5% back at Brewsky's Food & Spirits - Cornhusker Hwy,Brewsky's Food & Spirits - Cornhusker Hwy,"Go for the food and stay for the fun at Brewsky's Food & Spirits, a lively restaurant and bar that's dishing up great food and good times in equal measure. With plenty of convenient locations, you can go for lunch, dinner, or drinks. Feast on gourmet burgers, try one of the Phillies, and sip on a cold drink. Game day action is tops here, too!",FOOD
7915,153824,5% back at El Gustico Latin Restaurant,El Gustico Latin Restaurant,"El Gustico Latin Restaurant is a casual and inviting spot that's dishing up hand-crafted Latin cuisine for breakfast, lunch, and dinner. Plentiful portions, reasonable prices, and friendly service add to the appeal, making this a popular place for quick and convenient dining. With plenty of variety, make this your new go-to when dining out!",FOOD
7916,153759,5% back at Hook & Reel Cajun Seafood & Bar,Hook & Reel Cajun Seafood & Bar,"Craving just-from-the-water fish and seafood? Check out Hook & Reel Cajun Seafood & Bar, a casual and friendly eatery where the big and bold flavors of Cajun flavors are infused into every dish. The freshest ingredients are used to make their legendary boils, or check out the raw bar, po'boys, and other delicious eats at this lively spot.",FOOD
7917,153971,5% back at Frank & Carl's,Frank & Carl's,"Famous for their amazing sandwiches, Frank & Carl's is a must-try for lunch or dinner. With quick service, reasonable prices, and delicious eats, you can feast on a fully loaded sub or bagel with chips or a cookie and a drink. Hot, cold, or steamed, every bite of every sandwich served at this legendary eatery is tops! ",FOOD
7918,153787,5% back at Casa Theodoro Pizzeria,Casa Theodoro Pizzeria,"Casa Theodoro Pizzeria is a Brazilian pizzeria and restaurant that's bringing the flavors and dishes of Brazil to the city. Here, you'll find premium pizzas topped with fresh and fabulous ingredients. There's plenty more on the menu, including hand-crafted and tasty appetizers, hearty sandwiches, big and juicy burgers, and more. ",FOOD
7919,156465,5% back at Strega Italian Restaurant Pizzeria & Bar,Strega Italian Restaurant Pizzeria & Bar,"At this charming eatery, the simplicity of the ingredients are honored in true Italian cuisine fashion. Only the finest imported Italian products and locally available artisanal ingredients are ever used to hand-craft each exceptional dish. With a deep appreciation for time-honored techniques and culinary heritages, Strega offers pizzas and entrees that are simple but oh-so complex in flavor.",FOOD
7920,156430,5% back at Shake Shake Seafood,Shake Shake Seafood,"Get your hands messy and dig into something delicious today at Shake Shake Seafood. This popular spot is the place to go for fresh and fabulous seafood picks including shrimp, crawfish, and more. Their seafood boils are some of the best around, and there are delish lunch specials and combos to ask about too at this popular spot for seafood fans.",FOOD
7921,153929,5% back at One Hotpot,One Hotpot,"Amazing and delicious, One Hotpot is the place to be for an unforgettable hot pot experience. Create a lovely meal just to your liking from a simple menu broken down into four easy steps where you choose your soup base spice level, special items, meats, and vegetables. Don't forget to try the handmade dumplings and wontons.",FOOD
7922,156586,5% back at Pinchy's Tex Mex,Pinchy's Tex Mex,"Pinchy's is dishing up some of the best tacos around! This casual and convenient eatery has a big menu where tacos are the star of the show. Hand-made tortillas are stuffed a variety of ways, but each is always made from the very best ingredients. There's more on the menu at this popular spot, so go hungry and go often to try it all!",FOOD
7923,156478,5% back at Tasty Biscuit Pancake House & Restaurant,Tasty Biscuit Pancake House & Restaurant,"When you're in the mood for a delish meal that's made from the best ingredients, head to Tasty Biscuit Pancake House. They're dishing up plentiful portions of breakfast, brunch, and lunch fare at this casual and welcoming spot. Ask about the scratch-made specials or order your favorite from the diverse menu at this popular eatery that opens early.",FOOD
7924,156472,5% back at Zaika Indian Cuisine,Zaika Indian Cuisine,"When you're craving a hand-crafted meal that's full of flavor, check out the authentic Indian dishes at Zaika Indian Cuisine. This is a polished but still family-friendly eatery with a diverse menu showcasing the best of authentic Indian fare. Exotic ingredients, savory spices, and fabulous presentations make every meal here a delight. ",FOOD
7925,153863,5% back at Sugar Bush,Sugar Bush,"Dance the night away at Club Sugar Bush-- Atlanta's premiere ""grown and sexy"" night club. From live music to Monday night football gatherings, there's always something going on at this exciting joint. It's the perfect place to unwind with great food, music, and drinks in a fun, care-free atmosphere. Grab your friends and get ready for a night you won't forget!",FOOD
7926,154259,5% back at Jimmy's House,Jimmy's House,"Jimmy's House is an Asian noodle bar where they've been dishing up Shanghainese noodle dishes and much more since 1994. Check out the authentic soup dumplings, a variety of different ramen picks, rice boxes, loaded lo mein options, and so much more. Making everything by hand and from scratch, check out Jimmy's House today!",FOOD
7927,153864,5% back at Red Salt by David Burke @ Le Meridian,Red Salt by David Burke @ Le Meridian,"RedSALT showcases award-winning celebrity chef David Burke?s modern American cuisine with a seasonal menu highlighted by cuts of steak prepared using his patented Himalayan sea-salt dry-aging technique. Homemade breads and an award-winning pastry program are also sure to be crowd pleasers. The whimsical approach to the food and beverage program is complemented by an upbeat atmosphere featuring artwork specially curated by Chef Burke himself.Want to see more? Check out their <a href=""https://www.instagram.com/redsaltbydavidburke/"">Instagram</a>.",FOOD
7928,156542,5% back at Tabooli Mediterranean Cuisine,Tabooli Mediterranean Cuisine,"Take an adventure in flavor by dining at Tabooli Mediterranean Cuisine. This friendly spot is dishing up a variety of delicious and hand-crafted eats. Bowls, wraps, soups and salads, and sides are offered here, with tasty picks like chicken shawarma, falafel, beef kofta, creamy hummus, and more. Get it just how you like it at this popular eatery.",FOOD
7929,153974,5% back at Oh Craft! Beer Cafe,Oh Craft! Beer Cafe,"Providing great food and the best beer is what they're all about at Oh Craft! Beer Cafe. You'll find an expansive beer selection here, making it a top pick for locals, beer aficionados, and anyone who loves a great time out. Stop by this friendly spot for a craft brew, dinner, or weekend brunch, and be sure to ask about the specials!",FOOD
7930,156521,5% back at Wells Cattle Co Burgers & Pies,Wells Cattle Co Burgers & Pies,"With a rustic vibe and Texas-friendly hospitality, Wells Cattle Co Burgers & Pies is the perfect spot to enjoy a great meal out. This is a unique rancher-owned and operated eatery offering true farm-to-table casual dining. With some of the best burgers and fixins around, you can feast on a juicy burger, hand-cut fries, and a slice of pie.",FOOD
7931,156739,5% back at Honest Indian Restaurant,Honest Indian Restaurant,"When you're looking for some of the most authentic and most delicious Indian fare around, head to Honest Indian Restaurant. This popular spot features a family-friendly dining room, terrific service, and a big menu loaded with tasty picks. From Bombay chaats to dals and curries of all kinds, there's lots of meaty and vegetarian picks to tempt you.",FOOD
7932,156523,5% back at Tony Soprano's - Cinnaminson,Tony Soprano's - Cinnaminson,"Craving pizza and other casual Italian eats? Head over to Tony Soprano's Pizza Ristorante and check out the fabulous selection of pizzas, calzones, cheesesteaks, burgers, hot and cold subs, and much more. It's always made to-order here, and with friendly service and reasonable prices, you can go back again and again to try it all!",FOOD
7933,154243,5% back at Catalan Tapas Bar,Catalan Tapas Bar,"Enjoy a taste of something special today at Catalan Tapas Bar. Chef Erik is hand-crafting the globally inspired tapas from the best quality ingredients. Build your meal from the stunning selection of small plates, or check out the more traditionally-sized entrees. A weekday lunch menu is also available for midday diners.",FOOD
7934,156683,5% back at Tea's Me Community Cafe,Tea's Me Community Cafe,"Tea lovers are raving about Tea's Me Community Cafe, an award-winning tea house where you'll find some of the best loose leaf teas sourced from all around the globe. Perfectly brewed, each cup is wholesome and fresh. Explore the world of tea at this friendly spot which offers plenty of seating so you can take a break in a busy day.",FOOD
7935,154308,5% back at Cheba Hut,Cheba Hut,"Cheba Hut has been curing munchies since it opened back in 1998. With their famous toasted subs and an amazing lineup of tasty snacks, this is the place to go when you're craving something delish and affordable. With more than 30 sub options plus a variety of salads and treats, there's something for everyone at this iconic spot.",FOOD
7936,154699,5% back at Richmond Bar & Grill,Richmond Bar & Grill,"Serving El Segundo since 1976, Richmond Bar & Grill is a family-owned and operated spot where you'll always be treated like one of the family. Housed in one of the area's oldest buildings, this is a fabulous spot for lunch or dinner. Delicious hand-crafted food, cold and refreshing drinks, and friendly service are hallmarks of this legendary place.",FOOD
7937,154275,5% back at Pizza Twist,Pizza Twist,"Choose from more than 30 toppings to make the pizza of your dreams at Pizza Twist. Get your pizza just how you like it, and with gluten-free, vegetarian, and dairy-free options, this spot is perfect for everyone. There's more on the menu including pastas, flatbreads, salads, and desserts. Check out this lively spot today for a tasty meal!",FOOD
7938,154219,5% back at Blaze Pizza,Blaze Pizza,"When you're craving an amazing pizza, head to Blaze Pizza. This fast-casual eatery is famous for their build-your-own-pizza options, and with lots of sauces, cheeses, meats, veggies, and more, you can mix and match to build the pizza of your dreams. There are signature pizzas, too, and don't forget about their famous s'more pie for dessert!",FOOD
7939,154220,5% back at Blaze Pizza,Blaze Pizza,"When you're craving an amazing pizza, head to Blaze Pizza. This fast-casual eatery is famous for their build-your-own-pizza options, and with lots of sauces, cheeses, meats, veggies, and more, you can mix and match to build the pizza of your dreams. There are signature pizzas, too, and don't forget about their famous s'more pie for dessert!",FOOD
7940,154729,5% back at Cold Stone Creamery,Cold Stone Creamery,"Whether you prefer a cup or a cone, Cold Stone Creamery has all the ingredients needed to make your dream dessert come true! Serving traditional and unique versions of the classic frozen treat, Cold Stone is famous for its singing staff and marble slab that each order is prepared on. BYO treat or grab one of the delicious signature creations! ",FOOD
7941,154656,5% back at Crotty's Cheesesteaks,Crotty's Cheesesteaks,"Crotty's Cheesesteak Company is a family business where you're the boss of creating your own fabulous cheesesteak! Pick your bread, your protein, and then pick from the oodles of different flavor combinations to get what you want, just how you want it. Always hand-crafted from the finest ingredients, it's all delish at this local gem!",FOOD
7942,154550,5% back at Pop A Beer Bar & Grill,Pop A Beer Bar & Grill,"Pop A Beer Bar & Grill is the kind of place where you can go to relax, unwind, and have some fun. Happy Hour, plenty of specials, entertainment like karaoke, live music, and DJ hosted events, and more are scheduled, so there's always something going on. Eat something tasty, drink something refreshing, and have a great time at this local gem!",FOOD
7943,154569,5% back at Primo Hoagies - Lancaster,Primo Hoagies - Lancaster,"Embracing family traditions and recipes and the finest ingredients, PrimoHoagies is a cut above the rest when it comes to sandwiches and catering (ask about their amazing boxed lunches). It all starts with the bread which is baked every two hours and the locally-sourced veggies that are chopped every day, and each fresh-to-order specialty hoagie is made with Thumann's gourmet meats and cheeses. A fast-casual restaurant with that classic deli vibe, this is the perfect spot for a quick midweek lunch, a fun family outing, or whenever you need lunch for the office. The most popular subs here include the Philly cheesesteak, turkey diablo, and the Italian hoagie with prosciutto, Provolone cheese, hot capicola, and natural casing Genoa salami. Old fashioned meatball, chicken cutlet subs, and the corned beef Schwartzie with premium corned beef, Swiss cheese, cole slaw, and Russian dressing are also favorites. Watching carbs? Try a lettuce or low carb wrap. And vegetarians are not forgotten here either with four meat-free sandwiches including Nonna's Veggie with eggplant, sharp Provolone cheese, and broccoli rabe topped with roasted red peppers. Pair your food with a bag of chips and a fresh deli side like pasta salad, coleslaw, or potato salad. Catering options include hoagie trays, sampler platters, and box lunches -- all sure to be a hit. The friendly staff at PrimoHoagies are waiting to make you the perfect sub.",FOOD
7944,154246,5% back at Bambino's Downtown Bistro,Bambino's Downtown Bistro,"With fresh and healthy options and one of the best salad bars in town, Bambino's Downtown Bistro is a terrific spot to relax and grab a bite to eat. This is a low-key eatery with a diverse menu that showcases deli favorites. You'll find plenty of affordable eats here, and if you need catering, this is the spot to call. It's all tasty at Bambino's! ",FOOD
7945,154267,5% back at Poke House,Poke House,"At Poke House, they believe that you should feel great after eating great food. Their unique take on Hawaiian poke and their seasonally changing menu features dishes that are made in-house and prepared fresh every single day. Delicious, sustainable, and fresh, feast on something fabulous today at any convenient Poke House location!",FOOD
7946,154274,5% back at Dimo's Apizza,Dimo's Apizza,"Offering colossal New Haven-style pizzas and salads, grinders, and even seasonal veggies, Chef Dough Miriello is in the kitchen making sure every bite of everything you order is fabulous! With the signature chewy and char-bottomed crust on the pizzas, you can get your hands on a specialty pizza or customize one--just save room for dessert!",FOOD
7947,154382,5% back at Mama Russo's Pizzeria,Mama Russo's Pizzeria,"There's room for you and the whole family at Mama Russo's Pizzeria. This is a casual and inviting spot where you'll feel right at home. Check out the menu which is loaded with tasty pizzas, garden-fresh salads, saucy wings, hot and hearty sandwiches, and so much more. The prices are right, too, at this laid-back and popular eatery.",FOOD
7948,154772,5% back at Chiddy's Cheesesteaks,Chiddy's Cheesesteaks,"When you've got a craving for a hearty sandwich, check out Chiddy's Cheesesteaks. This is a fast-casual and fun dining experience where you can get authentic Philly cheesesteaks made fresh from the best ingredients. From humble beginnings in 2014 as a food truck to having several locations, get your hands on something terrific today at Chiddy's!",FOOD
7949,154661,5% back at Apong's Philly Steak - The River Rancho Mirage,Apong's Philly Steak - The River Rancho Mirage,"Apong's Philly Steak might be famous for their big, hearty, and authentic Philly cheesesteak sandwiches, but there's so much more to love at this family-owned and operated eatery. Drop by this casual spot for all-day breakfast picks, Mexican favorites, lots of sandwiches, fried chicken, Cajun specialties, Filipino foods, and more. And, it's always made fresh!",FOOD
7950,154735,5% back at The Chef Thai Sushi Bar & Grill,The Chef Thai Sushi Bar & Grill,"With a big menu with plenty of tempting picks, check out the variety of delish eats today at The Chef Thai Sushi Bar & Grill. Everything served here is freshly prepared from the finest and freshest ingredients. Sushi is hand-rolled, the steaks are hand-cut in-house, and the Thai food is authentic. There's plenty more to try at this popular spot!",FOOD
7951,154829,5% back at La Roca,La Roca,"At La Roca, they believe that in order to understand a culture you must indulge in their cuisine, and there's no better way than with Mexican street food. Offering the biggest fiesta in town, everything on the menu here is fresh, fabulous and authentic. From tacos to guacamole huitlacoche, experience the flavors of Mexico today!",FOOD
7952,154663,5% back at Apong's Philly Steak - Cathedral City,Apong's Philly Steak - Cathedral City,"Apong's Philly Steak might be famous for their big, hearty, and authentic Philly cheesesteak sandwiches, but there's so much more to love at this family-owned and operated eatery. Drop by this casual spot for all-day breakfast picks, Mexican favorites, lots of sandwiches, fried chicken, Cajun specialties, Filipino foods, and more. And, it's always made fresh!",FOOD
7953,155039,5% back at Pie 3.14,Pie 3.14,"Pie3.14 is a local, trendy, and popular place to feast on hand-crafted pizzas, hearty sandwiches and wraps, big and juicy burgers, and plenty more. This is a lively spot, and with an unmatched dedication to freshness and quality, every meal here is delish. There's counter seating here, too, plus amazing lunch specials to ask about.",FOOD
7954,155203,5% back at Rasa - Mount Vernon,Rasa - Mount Vernon,"Food is the gateway to culture, and at Rasa you can explore the rich and scrumptious cuisine of India. With a variety of build-your-own bowls and signature meals, it's all about layering flavors. Chicken tikka, ginger shrimp, kebabs, and vegetarian picks are loaded in with your choice of base, sauce, veggies, and more at this trendy eatery.",FOOD
7955,154676,5% back at Ateethi,Ateethi,"Since 2015, Ateethi has been delighting diners with their blend of delicious and authentic Northern and Southern Indian cuisine. This is a family owned and operated eatery, and now with a location in Collegville, you can enjoy a home-cooked meal whenever you're hungry for one. Friendly, inviting, and fabulous, check it out today!",FOOD
7956,155007,5% back at Krak Boba - Santa Ana,Krak Boba - Santa Ana,"Krak Boba has cracked open the secret of making powerful elixirs to give you the boost you need every day. Live a healthier life and refuel with the fresh fruit smoothies, fruit teas, and more that are always made fresh and to-order at this modern and lively refreshment outpost. Quick, causal, and delicious, check out Krak Boba today!",FOOD
7957,155144,5% back at Wade Park Cafe,Wade Park Cafe,"Wade Park Cafe is a laid-back and casual eatery that's known for delicious breakfast, brunch, and lunch fare. Dine inside or out at this poplar spot, and feast on hand-crafted eats like breakfast sandwiches and platters, and for lunch, triple decker club sandwiches and plenty more. Friendly and welcoming, this is a charming spot for delish eats!",FOOD
