id,external_id,title,merchant,description,category
3011,137487,5% back at Aspen Creek Grill - Noblesville,Aspen Creek Grill - Noblesville,"With a reputation for friendly service, delicious food and reasonable prices, Aspen Creek Grill is the kind of restaurant that you can go back to again and again when headed out to dine. This full-service casual restaurant and bar features scratch-made dishes that include hand-cut steaks, freshly chopped salads, house-smoked ribs, rich and creamy pastas, and of course, their juicy and hearty burgers. Only the very best ingredients are ever good enough to craft the dishes here, so farm-raised premium beef, garden-fresh produce and the highest quality ingredients are used. And, with a lively mountain lodge theme, you can escape the daily grind, kick-back and enjoy a meal out while someone else does the cooking. Open for dinner during the week and for lunch and dinner Fridays through Sundays, take the family and feast on the 16-ounce grilled ribeye steak, shrimp & grits, country fried steak, or the fall-off-the-bone tender baby back ribs. There's more on the menu, and to go with your meal, ask about the freshly-squeezed lime margaritas or the craft brews on tap. Pull up a chair at the bar for a drink before your meal, and no matter when you go, be sure to ask about any daily specials. With a great selection of home-made dishes, terrific service and a vibe that makes you feel like you're miles from home, Aspen Creek Grill can be your new go-to when dining out!",FOOD
3012,137936,5% back at Your Pie,Your Pie,"Roll the clock back to 2006 when the Your Pie founder Drew French and his newlywed wife were honeymooning on the island of Ischia in Italy. While there, French tinkered with cooking pizzas in authentic brick ovens and fell in love with the traditional cooking techniques and scrumptious pizzas they created. A few years later, the first Your Pie was built, allowing customers a chance to express their inner pizza by creating a truly customized pizza. With the unheard of approach to down-the-line pizza creation, this pizza restaurant quickly caught on, and now today, with more locations than ever before, hungry diners who want what they want when they want it know that they can get a freshly made and totally customized pizza at Your Pie. The concept is simple: choose from three different kinds of dough, eight different sauce, nine kinds of cheese and more than 35 toppings, all of which await you at this amazing build-your-own pizza restaurant. The friendly staff will top your personalized 10-inch pie your way, and then it takes a 5-minute trip through the super hot ovens until it comes out fresh, hot, crisp on the bottom and delicious from the first bite to the last. While pizzas are certainly the star of the show at this eatery, there's more to be had than just tasty disc-shaped food. From garden-fresh salads to paninis and gelato, there's plenty of choice for all. Plus, with frosty craft brews and tasty wines to go with your pizza, every meal can be a delicious one. There's also live music at this venue and a variety of great events, so head over today and go back often for mouthwatering pizzas that you design and they cook to perfection!",FOOD
3013,138247,5% back at Chop Shop Casual Urban Eatery,Chop Shop Casual Urban Eatery,"Chop Shop Casual Urban Eatery is a chef-driven fast-casual and quick-serve restaurant where big flavors, quality ingredients and a cheery vibe make dining here delicious and popular. Designed to be the kind of place where you can enjoy top-quality meals without the complications of a full-service restaurant, it was also built to be comfortable and welcoming, so lingering long over your meal is never a problem. Here, they bring the highest standards and cutting-edge culinary techniques to the kitchen and create seasonal dishes that are always sure to please. Enjoy house specialties like the 48-hour slow-cooked short ribs, grilled bacon-wrapped meatloaf, or pan-seared salmon. From the garden, the chopped salads are inventive and filled with great ingredients, and  you can customize any of them with a variety of proteins. Sandwich fans are loving the Chop Shop burger and the French dip with shaved slow-roasted beef. Kids get their own special menu, and be sure to save room for one of their yummy desserts. There's also beer and wine to sip on with every meal, and be sure to check out the drink specials during Happy Hour daily from 3-6 p.m. Daily specials, outstanding food and a modern, urban vibe makes Chop Shop a must-try when dining out!",FOOD
3014,137657,5% back at Sunfish Poke Bar,Sunfish Poke Bar,"Sunfish Poke Bar is situated just off the Automall Parkway in Fremont, serving up flavorful, custom poke wraps and bowls in a cool, easy-going atmosphere. Dining here is a multi-step process, but it's a breeze. First, pick your poke: bowl or warp. Next up is the base, which covers everything from sushi and brown rice to yam noodles and the naked option. Then it's time to really get things rolling with proteins like ahi poke, hamachi, shrimp, and cold tofu. Add an extra scoop when you need a protein-packed feast! Finally, dress your meal up with some sauces and toppings: sesame miso, pickled ginger, Sriracha aioli, fried shallots, and more. And if there's a spot in your stomach that only sushi can fill, then check out the poke maki hand rolls, available in combinations such as spicy tuna and cucumber, yellowtail and green onions, and crab salad and avocado.",FOOD
3015,137363,5% back at MOD Pizza,MOD Pizza,"With simple food for complex times, MOD Pizza is all about making what you want, how you want it. This award-winning eatery is known for artisan-style pizzas and salads which are made to your specifications. This means that if you've a hankering for something simple or wildly different, you can get it just how you like it. And the best part? No matter how you top your hand-crafted pizza, the price is always the same. Build your own pizza creation from choices like sausage, meatballs, artichokes, mushrooms, feta and fresh herbs, or, opt for a classic like the Tristan with mushrooms, roasted red peppers, Asiago and a pesto drizzle finish. Their salads are also on-point, and with a pizza AND salad combo, you can get the best of both worlds all in one meal. So here's how it works -- head over to MOD walk down the line telling the pizza artists what you'd like on your pie. Then, in less than five minutes, pizza perfection will be ready for you to devour. The 800-degree display oven cooks each pizza up hot and delicious every time. Order a milkshake, house-made iced tea or a lemonade to go with your meal, and you'll be ready to dine MOD-style. ",FOOD
3016,138035,5% back at Denny's,Denny's,"As a name synonymous with family dining, you can rely on Denny's to deliver good food, and plenty of it, at prices that spell ""value"" with a capital V. But if you haven't visited Denny's lately, you may not be aware of all the new things being cooked up to stay in step with America's changing tastes. For example, one of the restaurant's biggest draws has always been its around-the-clock breakfasts. Well now, in addition to the platters of pancakes, waffles, eggs, omelettes and meats, diners have heart-healthy options made with Egg Beaters®. In fact, Denny's has a whole roster of Fit-Fare&trade; selections for health-conscious patrons, and each item is yummier than the next. There's a specially-priced menu for the 55-and-older crowd too, in addition to Denny's money-saving kids menu. Happily, however, Denny's remains committed to satisfying hearty appetites with great-tasting sandwiches, salads, entrees and desserts that fit the bill, and do it with change to spare.",FOOD
3017,137944,5% back at Goldburgers,Goldburgers,"Hand-crafted, made-to-order burgers, hot dogs and fries are what you'll find at GoldBurgers. But, this home-grown neighborhood eatery has a secret: their specials board is what lures in foodies, food critics, and those seeking something different. You see, GoldBurgers is owned and operated by a traditionally trained chef who set out to make the best darn burger around. And, with a revolving selection of specialty burgers, he can satisfy his need to be creative with new flavor combinations. Check out the chalkboard for the day's latest creations, or stick with menu favorites like the Twice Roasted with bacon, provolone, roasted red peppers and roasted garlic, or the Southern with cheddar, coleslaw, a tangy BBQ sauce and chips. No matter what you order, you'll find that each burger, fry, sauce and topping is made from the best quality ingredients, including those which are sourced locally. You won't find fast food at GoldBurgers, but you will find quick food done right. When you're craving a casual meal but don't want to skip serious flavor, head to GoldBurgers!",FOOD
3018,138144,5% back at Orange Blossom,Orange Blossom,"Located steps from Collins Park and across the street from the Setai Hotel, Orange Blossom is right in the heart of the new Miami Beach. The eatery pays homage to the thriving, vibrant cultural destination that Miami is, offering an eclectic menu flush with locally-sourced ingredients and an equally tempting craft cocktail program. Mornings don't get any better than being surrounded by elegant, but comfortable decor and noshing on breakfast favorites like huevos rancheros and Belgian waffles. Surf and turf plates make for excellent afternoon dining options along with grilled romaine salads, Black Angus burgers, and pastas like the fettuccine Alfredo or lobster ravioli. And dinner? You'll be hard-pressed to choose between entrees choices that include center-cut prime sirloin, seafood risotto, and grilled lamb chop. There's also a weekend brunch -- a must-try Orange Blossom specialty, much like the daily happy hour.",FOOD
3019,137722,5% back at Sunset Grill,Sunset Grill,"Breakfast, lunch and dinner are always tastier when you dine at The Sunset Grill. This locally owned and operated eatery serves Northwest family-friendly cuisine in a casual and friendly place. Breakfast starts really early here, so head over at the crack of dawn and fill up on home-cooked favorites like country sausage gravy & biscuits, eggs Benedict, or hot-off-the-grill pancakes or French toast. There's plenty more on the menu, and for the rest of the day, feast on soups, salads, hearty sammies like the French dip and the harbor seafood melt, and entrees like prawns & chips, chicken fried steak, and a diner favorite, liver & onions. There's also a full-service bar and lounge here, making this a great choice for pre-dinner cocktails or a drink after work. Inviting, delicious and affordable, The Sunset Grill is an area favorite!",FOOD
3020,138645,5% back at Flame &  Skewers,Flame &  Skewers,"Meals are always fresh and all-natural at Flame & Skewers Mediterranean Restaurant, and in fact, since opening in 2006, this popular locally owned and operated eatery has been serving only the very best. Go for lunch or dinner and enjoy the casual vibe, the lively ambiance, and the cheery decor. Perfect for families and casual dining, you can feast on a variety of dishes which are always prepared in-house from the freshest and best ingredients. And, the Mediterranean cuisine served here is always tasty and affordable. Try a plate, bowl or sandwich with your favorite chicken or beef shawarma or kabob, lamb, kofta or falafel. Add sides like sweet potato fries, hummus or tzatziki and customize your meal. The salads here are also hearty and crisp, and you can dress it up however you like with sides and extras. Baklava is a must for dessert, and if you need to feed a crowd, their convenient and delicious catering will surely hit the spot. Fast, friendly and always oh-so good, Flame & Skewer is a must-try when craving Mediterranean cuisine!",FOOD
3021,134992,5% back at Highway Inn Waipahu,Highway Inn Waipahu,"Since 1947, Highway Inn has been a casual, welcoming and inviting spot to enjoy authentic Hawaiian cuisine. Still serving Old Hawaiian favorites, this is a perfect spot for breakfast, lunch or dinner. And now, with more locations than ever before, you can fill up on a tasty and affordable meal. Known for hand-wrapping each lau lau in the traditional Hawaiian style, shredding kalua pork by hand, and making every meal from scratch, each dish is delicious. Start your day with a plentiful portion of Spam and eggs or just-off-the-griddle hot cakes.  For lunch or dinner, try their famous beef stew, kalua pig, deep fried butterfish collar, and much more. Island hospitality awaits every diner at this local favorite, so no matter when you're looking for a delicious meal, make this legendary eatery your first stop!",FOOD
3022,137346,5% back at Court House Cafe,Court House Cafe,"Melt-in-your-mouth tender prime rib and just-from-the-water seafood are the stars of the show at Courthouse Cafe, a place ""where good food is the law"". This is a casual eatery that's known for friendly service, reasonable prices, and oh-so tasty meals. And, it's been a local favorite since 1985. There's a stellar selection of prime rib, seafood, specialty sandwiches, and more, all in this convenient eatery with plenty of parking. Go for lunch or dinner and feast on any of the cuts of award-winning prime rib, or sink your teeth in to a cut-to-order and grilled to your liking steak. If you're a seafood fan, the crab cakes and tuna steaks are must-try dishes, or ask about the combination plates. There's a special menu for lunch-seekers, and it's open daily. The next time you're craving a delicious meal, head to the Wilson Village Shopping Center and present your case (of hunger) to the friendly staff at Courthouse Cafe!",FOOD
3023,138159,5% back at Athens Restaurant,Athens Restaurant,"For breakfast, lunch and dinner, you'll find all the classics and all your favorites on the menu at Athens Restaurant. This area favorite is a hit with the whole family. Start your day with breakfast and fill up on hand-crafted meals like fluffy pancakes and French toast, then come back again for lunch or dinner. Discover all sorts of diner classics on the menu. Tuna melts, hot roast beef with gravy, and burgers are just a few of the comfort food dishes. If you're craving something a bit different, try one of their Greek specialties. Spanikoptia and gyro souvlaki wraps will transport your taste buds to the Greek islands. Deli sandwiches, wraps, sourdough melts and more are all tempting options. There's even a special menu for kids, so bring the whole family to this casual and friendly family restaurant and enjoy a great meal for a great price!",FOOD
3024,136011,5% back at Inca Gaucho Restaurant,Inca Gaucho Restaurant,"Discover a world of flavor at Inca Gaucho Restaurant. This place specializes in two types of cuisine, all under one roof. Explore the myriad fusion flavors of authentic Peruvian seafood, or choose to dine on the grilled meats of Argentina and Brazil. Or, mix and match to create the perfect meal for your cravings. This is a lovely spot to dine. With a casual, urban vibe, it is welcoming and comfortable. Perfect for everything from lunch with co-workers to family dinners and date-night with someone special, there's always plenty of temptation on the menu. Every meal is hand-crafted from the finest and freshest ingredients, and special attention is always paid to presentation. Start your meal with Peru's most famous dish: ceviche. There are a few kinds to try, or go for another favorite like empanadas. Lomo saltado, arroz chaufas, bistek frito, and plenty of just-from-the-water fish and seafood dishes are all expertly prepared for your dining enjoyment. There's much more on the menu, and in case you're having trouble deciding, there are also some combinations. Always friendly and delicious, when you're craving the dishes of South America, head to Inca Gaucho!",FOOD
3025,137106,5% back at Agio,Agio,"Lovely and elegant with a sophisticated vibe, Agio Italian Bistro is an area favorite for upscale Italian dining. Known for a diverse menu and exceptional cuisine, this restaurant is a popular choice for date-night dinners, lunch with the boss, family gatherings, and everything in between. The menu offers a delicious selection of hand-crafted fare that's always made from the freshest and finest ingredients. Start your meal with a trio of bruschetta or the antipasto tray that's loaded with cured meats, artisanal cheeses and other goodies. Any of the starters are equally delicious when you sip on a glass of wine from the carefully curated collection (available by the bottle or the glass). Entrees include creations like the lobster Angelica with angel hair pasta and tender lobster in a white wine and garlic sauce, piccata de pollo, pan-seared sea scallops, and more. There's plenty more on the menu to try, and if you're out for lunch, there's a lunch menu in addition to the dinner menu. A full and spacious bar is manned by talented mixologists who are on stand-by to hand-craft your pre- or post-dinner cocktail, allowing you to enjoy a full night out, from start to finish, at Agio. ",FOOD
3026,137983,5% back at Mo's Irish Pub,Mo's Irish Pub,"Straight from the Emerald Isles to your neighborhood, Mo's Irish Pub is an authentic Irish pub where you can enjoy the best hospitality, food, beer and good times. This place is known for an outstanding menu of hand-crafted fare, a huge bar that's fully loaded with everything you  need for a good time out, and for a lineup of live music that's second to none. With a lively and festive ambiance, this is the perfect spot to unwind with friends, share a meal with family, or just hang-out. Sip on a perfectly poured pint of your favorite Irish beer, and cheer on your team on any of the big screen TVs throughout the restaurant. When you're hungry, check out mouth-watering dishes like their famous garlic cheese fries, the piled-high pub nachos, meal-worthy salads, juicy burgers, and the Jameson-glazed NY strip steak. If you're looking for some authentic Irish cuisine, try Mo's Rueben boxty, corned beef & cabbage, or their delish shepherd's pie. Everything they serve at Mo's is made from scratch in-house, so it's got that home-cooked flavor you're craving. And, there's lots more on the menu, so you can try something new every time you go. With Happy Hour weekdays from 3-6 p.m., watch parties, and special events scheduled throughout the year, go for dinner, stay for the live music, and have a great time out at Mo's!",FOOD
3027,135664,5% back at The Drum Room,The Drum Room,"The Drum Room has a lot to offer, including some of the finest comfort food you'll find anywhere in the heart of Oklahoma City. Lunch, dinner, and drinks are up for grabs at this rock-n-roll inspired spot (check out the drum light fixtures!). Stop by any day of the week to mix and mingle with lively crowds enjoying pints of cold beers, mixed drinks, and shots served by talented bartenders. If you're hungry, there's fried chicken and other home-cooked vittles on the menu. Start with an appetizer like fried chicken nachos or the Drummies (white meat wings with Flaming Lips hot sauce). There's plenty of fried and grilled chicken on the menu and it's served over waffles, in wraps, and by itself -- seasoned to perfection, of course. The kitchen also serves up a whole heap of sides like steak fries, okra, mashed potatoes, and green beans prepared with caramelized and fresh bacon. Happy hour is an excellent time to swing by on weekdays, so come on by to celebrate the end of the workday with some great food and drink specials!",FOOD
3028,141241,5% back at JJ Madisons All American Grill,JJ Madisons All American Grill,"JJ Madisons All American Grill is home to the Ultimate Happy Hour, a fabulous menu, and a dining room and bar area that's friendly, upbeat, and casual. Everybody loves JJ Madisons, but go hungry because the portions are plentiful, the prices are reasonable, and the selection is second to none. Check out their nearly all-day breakfast with morning fare that's available until 4 p.m., or drop by for lunch, dinner, or late-night snacking. There's lots on the menu, including their famous broaster chicken that's always cooked to order. Make a meal of appetizers like Gee's famous award-winning fresh wings, try the killer fries topped a variety of ways, or try the Kentucky bacon skewers. There's a list of burgers a mile long,  Nana's sammiches are hearty and loaded with top-quality meats, cheeses, and produce, and entrees like the Wisconsin schnitzel, Boston fish & chips, and tender roast beef & gravy are always delicious. Or, try the steak of the week or ask about their famous cod fry which is available every day of the week. Go for a meal or pull up a chair at the spacious and fully-stocked bar and enjoy every meal and every drink at JJ Madisons! Please note: JJ Madisons also features specials nearly every day along with their fabulous Happy Hour. They also cater; call ahead for details.",FOOD
3029,141401,5% back at Schlotzky's  Sweetwater,Schlotzky's  Sweetwater,"Schlotzky's likes to be ""in the middle of everywhere,"" including right here in Sweetwater, where the brand has expanded its menu well beyond the classic Original  -- the sandwich that started it all. With a base of smoked lean ham, this handheld piles on Genoa and Cotto salamis, three cheeses (cheddar, mozzarella, and Parmesan), black olives, red onion, lettuce, tomato, mustard, and the kitchen's signature sauce. All of these fresh ingredients are then  served up on on a Schlotzky's sourdough bun (freshly-toasted, of course). The menu also features macs, sandwiches, flatbreads, gourmet pizzas, and salads -- with enough variety to keep you satisfied for lunch and dinner. You can also start your day here too, with a selection of breakfast sandwiches like the ham and cheese, a fiesta chicken on a jalapeno cheese bun, or the Angus-pastrami Reuben piled high on a dark rye bun. Complete your meal in style with chips, cookies, drinks, Cinnabons, and more...just don't forget to grab a bottle of Schlotzky's fiery hot sauce to take home!",FOOD
3030,135291,5% back at Wild Wing Cafe,Wild Wing Cafe,"Hot wings, cold beer and good times are what it is all about at Wild Wing Cafe. This Barefoot Landing eatery and drinkery has got what you need when craving an upbeat place to eat, drink and have a good time. Go for lunch or dinner and feast on their irresistible wings. Each plump and juicy wing is hormone and steroid-free, and they are always fresh and never frozen. Get what you want in any of the home-made sauces that range from volcanic to sweet and spicy. There are 33 different scratch-made flavors, so try something new each time you go! There's more than just tasty wings here. Wraps, superior sandwiches like the fabulous Philly hoagie, 100% Angus burgers and even salads will tempt you. There's also a full bar here, so order your favorite brew or a frosty margarita. With great service, mouth-watering food and a great vibe, every day is a great day to drink or dine at Wild Wing Cafe!",FOOD
3031,140871,5% back at Knockout Burger,Knockout Burger,"Paying homage to the boxing greats, Knockout Burger makes great burgers that are fresh, made-to-order, and always delicious. Check out this local favorite and nosh on big, juicy, and oh-so good burgers that are hand-crafted from fresh Angus beef. From the Lightweight (two mini burgers) to the Heavyweight (a half-pound of meaty goodness), there are several different burger options. And, each can be customized with toppings like bacon, pineapple and teriyaki sauce, a fried egg, and more. Add an order of fries to the already affordable eats, and you can fill up on a tasty meal for not much cash. Grab a pack of mini burgers to go, or sit and enjoy a flavorful burger made just the way you want it at Knockout Burger today!",FOOD
3032,135372,5% back at Duffy's Garage,Duffy's Garage,"Duffy's Garage & Grille is your new home away from home. With great food, fun friends and terrific views, this casual and welcoming spot has it all. Go for a meal and feast on their legendary burgers, oven-baked grinders, award-winning pizzas and more. Go for drinks and hang out at the full-service bar where you can sip on draft brews or order  your favorite cocktail. There are also TVs around in case the big game is on, and if you want a meal, request a comfy table inside or out. Shareables like the beer-battered plank fries are always a hit, and the Buffalo chicken dip will wake up your taste buds. Build your own pizza, feast on entrees like chicken Parmesan, sink your teeth in to a meatball grinder, or try the BBQ pork sandwich with pulled pork and their diablo sauce. Lunch specials, gluten-free options and daily drink specials add even more appeal to this casual and energized place to eat, drink and have a good time!",FOOD
3033,140656,5% back at Brixx Wood Fired Pizza,Brixx Wood Fired Pizza,"There are pizzas, and then there are the masterpieces you get at Brixx Wood Fired Pizza. This place takes pizza seriously, so seriously in fact, that each pizza is hand-crafted and baked in an authentic wood fired brick oven. Big chain pizza places don't have wood-burning ovens, nor do they have the dedication to quality and ingredients that Brixx does. Brixx's brick ovens enhance the natural flavors of these top-quality ingredients, giving each pizza a unique wood-fired taste. And, from the in-house made dough, oven-baked breads, hummus to fresh veggies and cheeses from the finest Wisconsin dairy milk, every ingredient is the best it can be. So, roll up your sleeves and dive in to pizzas like the pear and gorgonzola, the spicy shrimp, or the Buffalo chicken. The pizzas here are divine, but so too are the sandwiches. Try the roasted chicken club with hand-pulled oven-roasted chicken, or the house-made mozzarella with fresh basil. The pastas are another great choice, and with one of their frosty craft beers in hand, you'll be all set for a delicious meal. Go for lunch or dinner and dine on deliciously different wood-fired meals and pizza at Brixx!",FOOD
