id,external_id,title,merchant,description,category
10752,157975,5% back at Outback Steakhouse,Outback Steakhouse,"Known for a terrific variety of tasty eats, unbeatable steaks, and great prices, this Australian-inspired steakhouse is a must-try. You'll find a warm and welcoming environment here, but go hungry, because the portions are generous and the prices are just right. Plus, it's all made from the freshest and finest ingredients, so that you can dine Aussie-style tonight!",FOOD
10753,159044,5% back at SteelTank Brewing,SteelTank Brewing,"SteelTank Brewing is dedicated to the art of crafting beer from the finest ingredients. You'll find plenty of high-quality brews to enjoy at this beer hall, along with a tasty selection of eats like pizzas, Bavarian style pretzels, and more. This is a lively and friendly spot, so if you love beer and having a great time, check out this local gem! ",FOOD
10754,159072,5% back at Rrapi's of Arthur Ave Pizza,Rrapi's of Arthur Ave Pizza,"From their family to yours, Rrapi's of Arthur Ave Pizza offers a full menu of American and Italian favorites including appetizers, homemade soups, hot and cold hero sandwiches, burgers, wraps, pastas, and, of course, gourmet pizzas. Planning an event? Rrapi's also offers fantastic catering to make your next party a hit.",FOOD
10755,157992,5% back at Rise Up! Pizza,Rise Up! Pizza,"Rise Up! Pizza is the perfect spot to go to enjoy hand-crafted pizzas that are oh-so good. The artisan pizzas are made with a unique sourdough crust made with local flour, and every bite is delish. Get a pizza topped a variety of ways, and be sure to add an order of their amazing garlic knots. With something for everyone, stop by today!",FOOD
10756,158723,5% back at Cornerstone Grill,Cornerstone Grill,"With plenty on the menu for breakfast, lunch, and dinner, Cornerstone Grill is a fun and popular retro cafe with great service, reasonable prices, and plenty of parking. Ask about the daily specials, or fill up on all your favorites including pancakes and omelettes, hearty sandwiches, fresh salads, and dinners like fried chicken and burgers.",FOOD
10757,159182,5% back at Island Fin Poke,Island Fin Poke,"Welcome to Island Fin Poke where fresh, original poke bowls are presented in unique Hawaiian style. From farm-to-fork, only the freshest fish, produce, and ingredients are used to hand-craft each amazing meal. Seasonal flavors and options are also available, so you've always got plenty to tempt you. Check out the fresh flavors made here today!",FOOD
10758,158588,5% back at Sammy's Pizza,Sammy's Pizza,"Sammy's Pizza is a locally owned and operated spot that's dishing up exceptional pizzas every day. Try their popular beer crust, or check out the hand-tossed buttermilk-Parmesan or garlic thin crust pizzas. There are gluten-free and dairy-free picks here, too. Topped with a variety of fresh toppings, get what you want just how you want it here!",FOOD
10759,158712,5% back at Tokyo Fried Chicken Co,Tokyo Fried Chicken Co,Tokyo Fried Chicken Co. is taking familiar fried chicken and jazzing it up with Japanese flavors. It all starts with fresh and fabulous chicken which is fried until golden brown and juicy. Pair your pick with Japanese-inspired sides to create a personalized meal. Great service and reasonable prices add to the appeal of this busy eatery.,FOOD
10760,159156,5% back at Fo' Cheezy Twisted Meltz DTSP,Fo' Cheezy Twisted Meltz DTSP,Fo'Cheezy Twisted Meltz is serving up gourmet grilled cheese with a street edge. Celebrity chef Robert Hesse from the Food Network's Hell's Kitchen is bringing his culinary talents to St. Petersburg and has crafted a menu that utilizes different cultures and flavors as well as high-quality local ingredients to create dishes that are sure to excite your taste buds. ,FOOD
10761,159112,5% back at IHOP,IHOP,"Making food that families love, IHOP is an iconic eatery known for amazing breakfast fare plus lunch and dinner eats. There's plenty on the menu here, including their signature pancakes. Also watch for seasonal specials and their popular family feasts that are available to-go. With something for everyone, you can count on IHOP for a great meal!",FOOD
10762,158699,5% back at Social Roost,Social Roost,"With a globally inspired menu and scratch-made dishes, everything at Social Roost is fabulous. With terrific eats for brunch, lunch, and dinner plus a variety of craft cocktails and cold beers, you can have a great time at every visit. Check it all out at this cool and casual eatery with friendly service and a great vibe. ",FOOD
10763,159128,5% back at Pizza Chicago Italia,Pizza Chicago Italia,"Check out the award-winning eats today at Pizza Chicago Di Italia. Inspired by a passion for travel, you'll find plenty on the menu at this popular eatery, including their amazing Chicago style pizzas. From the freshest ingredients come the best flavors, and there's plenty on the menu to tempt you for lunch, dinner, or late-night dining.",FOOD
10764,159113,5% back at Yegna Juice,Yegna Juice,"With signature teff juices and a full lineup of gluten-free food and drinks, refuel the healthy way today at Yenga Juice Mart. This is a casual spot with a big variety of freshly made juices and tasty eats. Always made from the freshest and finest ingredients, there's plenty to try at this casual cafe that's open for most of the day.",FOOD
10765,158590,5% back at Zollie's Jazz Cucina,Zollie's Jazz Cucina,"Zollie's Jazz Cucina is the place to go for a fabulous meal out. This fusion kitchen is famous for their blend of American and Caribbean eats, and with plenty on the menu to tempt you, you can go back again and again to try it all. From brunch classics to pulled jerk pork sandwiches and curried chicken and pecan salad, it's all delish at this gem!",FOOD
10766,158637,5% back at Bubbakoo's Burritos,Bubbakoo's Burritos,"Crafting better burritos since 2008, Bubbakoo's Burritos is the place to go for variety, quality, and a unique hybrid skater-surf atmosphere. This is a fast-casual spot where you're in control. Pick from burritos, tacos, quesadillas, and more. Then, pick your fillings, toppings, and sauces, and dig into tasty eats just the way you like them!",FOOD
10767,158631,5% back at Bubbakoo's Burritos,Bubbakoo's Burritos,"Crafting better burritos since 2008, Bubbakoo's Burritos is the place to go for variety, quality, and a unique hybrid skater-surf atmosphere. This is a fast-casual spot where you're in control. Pick from burritos, tacos, quesadillas, and more. Then, pick your fillings, toppings, and sauces, and dig into tasty eats just the way you like them!",FOOD
10768,159238,5% back at Kausa,Kausa,"Kausa is a Peruvian restaurant and pisco bar where you'll find all the fabulous flavors of Peru. Open for lunch and dinner, stop by this inviting eatery and score a seat at the bar or a table. Sip on a pisco cocktail and nibble on ceviche, lomo saltado, arroz con mariscos, and their famous rotisserie chicken. There are lunch specials to try, too.",FOOD
10769,158636,5% back at Bubbakoo's Burritos,Bubbakoo's Burritos,"Crafting better burritos since 2008, Bubbakoo's Burritos is the place to go for variety, quality, and a unique hybrid skater-surf atmosphere. This is a fast-casual spot where you're in control. Pick from burritos, tacos, quesadillas, and more. Then, pick your fillings, toppings, and sauces, and dig into tasty eats just the way you like them!",FOOD
10770,159158,5% back at Snarf's Sandwiches,Snarf's Sandwiches,"Satisfy your cravings for oven-toasted goodness at Snarf's Sandwiches. Imagine freshly crafted sandwiches loaded with fresh, premium meats and cheeses, crisp veggies, and more. There are plenty to pick from on the menu, plus fresh salads, soups, vegetarian options, kids picks, desserts, and more. Craving something fresh? Check out Snarf's today!",FOOD
10771,159195,5% back at Coffee At The Point,Coffee At The Point,"Coffee At The Point is a popular coffee and wine lounge in the historic Five Points neighborhood. With plenty of room to relax and unwind, you can sip and nibble on something fabulous inside or out at this busy cafe. With terrific coffees, beers, wines, gelato, sandwiches, and more, there's something for everyone at this trendy spot.",FOOD
10772,158672,5% back at Feng Cha,Feng Cha,"Feng Cha is redefining tea. Their passion for tea extends far beyond their drinks, and you'll find a comfy teahouse experience here. Everything about this popular spot is designed to help you relax, unwind, and refuel. Pick from fruit drinks, milk foams, specialty creations, and more. Hungry? Nibble on fabulous freshly baked pastries.",FOOD
10773,159085,5% back at McK's BBQ - Liberty Township,McK's BBQ - Liberty Township,"Home of the award-winning Pork Grenade and plenty of other cooked low-and-slow BBQ eats, McK's BBQ is a family friendly eatery known for high-quality eats. This convenient and casual eatery is perfect when you're craving big flavors like ribs, brisket, chicken, pulled pork, burnt ends, and more. The sides are equally delish at this gem.",FOOD
10774,159370,5% back at HaveABURGER,trkeABURGER,"It's all about delicious eats at HaveABurger, a fast-casual eatery that's hand-crafting delicious and crave-worthy food. Their burgers are big and beefy and are topped just the way you like them. Or, check out the chicken sandwiches, wraps, cheesesteaks, and more. Pair your pick with a  thick and creamy milkshake at this busy eatery!",FOOD
10775,158149,5% back at @ The Diner,'@ The Diner,"A taste of home is just around the corner @The Diner. This is a cozy and cheery breakfast and lunch eatery where friendly service, plentiful portions, and fresh food are just a part of the charm. And, with two convenient locations, you can feast on something terrific. The coffee starts brewing early at this gem--check it out today!",FOOD
10776,158651,5% back at Frontera Grill,Frontera Grill,"Check out the tasty eats and refreshing drinks today at Frontera Grill. This is a casual, lively, and friendly Mexican eatery where fresh ingredients are hand-crafted into tempting picks. From carnitas and guacamole to enchiladas and sizzling fajitas, you can go again and again to try it all. Wash it all down with a beer or margarita.",FOOD
10777,159281,5% back at Istanbul Cafe & Bakery,Istanbul Cafe & Bakery,"It's all baked fresh daily at Istanbul Cafe & Bakery, a friendly spot where fresh ingredients become delicious eats. Taste the amazing desserts, breakfasts, and authentic Turkish coffee at this gem, where everything is scratch-made. And, with convenient hours and friendly service, this can be your go-to for a quick snack or a tasty meal.",FOOD
10778,158077,5% back at Bacon Burger Company,Bacon Burger Company,"Love bacon? Check out the amazing eats today at Bacon Burger Company where all burgers are bacon-infused and ground fresh in-house for terrific flavor and freshness! The burgers here are crave-worthy and undeniably great, but there  are thick and creamy milkshakes, malts, chili, and sides to round out your meal at this casual eatery.",FOOD
10779,159102,5% back at Tacos Calafia,Tacos Calafia,"Inspired by the classic street food fare of Tijuana, Calafia Tacos is dishing up authentic and oh-so tasty eats. Inspired by fresh ingredients and bold flavors, you'll find their homemade tacos to be fabulous. Stuffed a variety of ways, each taco is terrific, and there's more on the menu to try, too, at this Tijuana taqueria! ",FOOD
10780,158002,5% back at Happy Hour Liquor & Bar,Happy Hour Liquor & Bar,"With a HUGE selection of spirits, wines, beers, and more, Happy Hour Liquor & Bar is the place to go for a drink. This is a friendly and laid-back bar with cozy seating and a great vibe. You can purchase bottles to enjoy at home, or check out the flights, glasses, cocktails, beers, bottles, and more. There's something for everyone at this gem!",FOOD
10781,159183,5% back at Fair Weather Friend,Fair Weather Friend,"Fair-Weather Friend is a small batch brewery and taproom that's known for a creative selection of fresh and refreshing beers and ciders, and to eat, artisanal pizzas. This is a casual and lively spot with both indoor and outdoor seating. And, with plenty of beers, tasty pizzas, and great events and entertainment, stop by anytime to enjoy it all!",FOOD
10782,158001,5% back at Raimondo's Pizza and Pub,Raimondo's Pizza and Pub,"With delish pizzas and cold drinks, Raimondo's Pizza and Pub is a tasty place to enjoy a meal out. This is a friendly and casual spot with a big menu of dishes that are scratch-made from the finest ingredients. The award-winning eats pair perfectly with the colossal selection of hand-crafted beers, making this a great pick for lunch or dinner.",FOOD
10783,159233,5% back at Salata Arlington,Salata Arlington,"Salata is your kitchen away from home! With over 50 fresh toppings and a dozen signature dressings, you can customize a salad or wrap just how you like it. Mix and match with all your favorites at this casual eatery, and pair your pick with a flaky croissant and cookie. Eat better, fresher, and tastier today at this popular eatery! ",FOOD
10784,158219,5% back at Clemento's Pizzeria & Brew,Clemento's Pizzeria & Brew,"Get your hands on tasty eats today at Clemento's Pizzeria & Brew. This is a casual and family-friendly spot that's  hand-crafting delish eats like their famous pizzas. Topped a variety of ways, you can build your own or feast on a signature pizza. There's more to try, like subs, calzones, and salads, and pair your pick with an ice-cold beer. ",FOOD
10785,159317,5% back at Sweet Bella Home Cooking,Sweet Bella Home Cooking,"From classic breakfast fare to tempting picks for lunch and dinner, there's lots to try and love at Sweet Bella Home Cooking. Go hungry and try the hearty breakfast, sandwiches, or drop by any other time for a hearty club sandwich, wraps, burgers, paninis, and so much more. Always hand-crafted from the best, there's something for everyone here!",FOOD
10786,159376,5% back at Salween Thai Restaurant,Salween Thai Restaurant,"Enjoy the fresh and well-balanced flavors in the authentic Thai dishes served at Salween Thai Restaurant. This is a family friendly spot with terrific hospitality and a menu filled with tempting eats. From curries and rice dishes to pad Thai and stir-fries, there's plenty to try. Most dishes can be scaled to your spice preference, too!",FOOD
10787,158190,5% back at Pink Coffee,Pink Coffee,"Brewing coffee and freshly baking pastries from early in the morning onward, Pink Coffee is a friendly and casual coffee shop. You'll find plenty to tempt you here, including seasonal specials, hot and cold drinks, fresh pastries and cakes, and so much more. Before work, when taking a break in a busy day, or just because, every visit is terrific! ",FOOD
10788,159194,5% back at Poki Yaki  Compton,Poki Yaki  Compton,"With a dazzling selection of fresh fish, seafood, produce, and more, you can build the poke bowl of your dreams at Poke Yaki. This is a casual eatery where meals are made your way. Pick your base, protein, sauce, toppings and more and they'll build it before your very eyes. There's more on the menu at this popular eatery so check it out soon!",FOOD
10789,159234,5% back at Bold Pizzas,Bold Pizzas,"There's lots on the menu at Bold Pizza, a neighborhood eatery that's dishing up tasty eats for breakfast, lunch, and dinner. Pizzas are the star of the show here, with each delish pie made from scratch and topped with the finest ingredients. Try a special pizza, or top one how you like it. There's more on the menu here, so go hungry and go today!",FOOD
10790,158026,5% back at Cray Taste Old City,Cray Taste Old City,"Cray Taste in Old City is a tasty spot to get your fill of breakfast, lunch, and dinner fare. Start your day with Southern favorites like chicken and waffles, fluffy pancakes, or steak and eggs. The rest of the day, there are tempting picks like hearty steaks, pastas, fresh seafood, and more. There are vegan choices at this popular spot, too.",FOOD
10791,158078,5% back at Crab n Go,Crab n Go,"Craving fresh and fabulous seafood and more? Head to Crab And Go where big and bold Cajun flavors and just-from-the-boat seafood make every meal here terrific. Mix and match with tasty picks like shrimp, clam, mussels, crab, lobster and more to make the meal of your dreams, or check out the other tasty dishes on the tempting menu!",FOOD
10792,158380,5% back at 54th Street Restaurant & Drafthouse,54th Street Restaurant & Drafthouse,"Check out 54th Street Restaurant and Drafthouse for delish eats, cold, drinks, a great vibe, and friendly service. There's a huge menu of scratch-made eats here, and with an eclectic decor, this spot is perfect for casual dining. Stop by for a meal with friends or family, check out Happy Hour specials, or go solo for a drink and a snack after work.",FOOD
10793,159371,5% back at Sweet Grace Heavenly Cakes,Sweet Grace Heavenly Cakes,"If you can dream it, they can create it at Sweet Grace Heavenly Cakes. Baking scratch-made show-stopping cakes, they do it all! From weddings to kids parties, just drop by and tell them what you need. You'll also find Dominican treats here, cupcakes, flan, tres leches, bread pudding, and much more to tempt you at this busy and popular spot!",FOOD
10794,159394,5% back at Wow Wow Hawaiian Lemonade - Reno,Wow Wow Hawaiian Lemonade - Mae Anne,"Wow Wow Hawaiian Lemonade was born in the spirit of aloha in 2012. Today, with more than just a humble lemonade stand, you can enjoy the fresh flavors of acai bowls, cold brew coffees, superfood smoothies, healthy bites, and their famous Mason Jar lemonades at a location near you. With a dedication to quality, this is a must-try cafe.",FOOD
10795,159103,5% back at Tacos Calafia,Tacos Calafia,"Inspired by the classic street food fare of Tijuana, Calafia Tacos is dishing up authentic and oh-so tasty eats. Inspired by fresh ingredients and bold flavors, you'll find their homemade tacos to be fabulous. Stuffed a variety of ways, each taco is terrific, and there's more on the menu to try, too, at this Tijuana taqueria!",FOOD
10796,158167,5% back at Township Bagel Cafe,Township Bagel Cafe,"Township Bagel Cafe has been dishing up fresh and fabulous eats for more than 20 years. This is the spot for casual breakfasts and lunches. Always made-to-order, you can stop by for morning and lunch eats any day of the week. Their bagels are delish, the omelettes are creative, and there are plenty of sandwiches and salads for the midday crowd.",FOOD
10797,158823,5% back at Papatzul,Papatzul,"Papatzul's ambiance is warm and inviting and it's the perfect place to enjoy the best flavors from Mexico City. With fabulous art on the walls and a menu that's creative and diverse, dining here is much like being in the heart of Mexico. Feast on hand-crafted picks like birria des res, tacos, enchiladas rojas, flautas, and so much more.",FOOD
10798,159262,5% back at Good Life Organic Kitchen - Fort Mill,Good Life Organic Kitchen - Fort Mill,"Treat yourself to something delicious and wholesome today at Good Life Organic Kitchen. This popular spot is the place to get fresh-pressed juices, delicious bites, and plenty of other refreshing sips. Only the best ingredients are used at this spot with better-for-you fare. Open for breakfast and lunch, enjoy a taste of the Good Life today!",FOOD
10799,158673,5% back at Good Eats with Laura,Good Eats with Laura,"Love sandwiches? Check out Good Eats With Laura, a casual spot that's famous for hand-crafted sandwiches that'll knock your culinary socks off. Designed with flavors, textures, and colors in mind, each hand-held is a work of art. Try a signature sandwich, or build your own from a variety of ingredients. Don't forget about dessert!",FOOD
10800,159346,5% back at Red Crab Juicy Seafood,Red Crab Juicy Seafood,"Dishing up fresh-from-the-water fish and seafood, Red Crab Juicy Seafood is a popular pick to fill up on all your favorites. There's a big menu at this tasty eatery, and you can build your meal just how you like it! Pick the seafood, seasonings, and spices, then they'll cook it just for you. Dig into your one-of-a-kind meal at this tasty spot!",FOOD
10801,158652,5% back at Mancino's of Gaylord,Mancino's of Gaylord,"Known for fresh and fabulous eats, Mancino's Pizza & Grinders is the place to go for tasty and casual eats. This family-friendly eatery features a big menu loaded with tempting grinders, calzones, pizzas, pastas, salads, and more. There's something for everyone at this popular spot, so go hungry and go often to try it all! ",FOOD
10802,158693,5% back at Hurricane Colinz,Hurricane Colinz,"Check out the fresh and fabulous seafood and other tasty eats today at Hurricane Colinz. This is a casual and friendly eatery where you can roll up your sleeves and dig into flavor. From big and beefy burgers to hand-cut salmon, Maryland style crab cakes, and conch fritters, there's plenty here for both landlubbers and seafood fans! ",FOOD
10803,159263,5% back at Mario's Italian Deli,Mario's Italian Deli,"Mario's Italian Deli is an iconic eatery that's known for plentiful portions of humble but oh-so good food. This is a classic Italian deli, and with hand-crafted picks like hot and cold sandwiches, soups, salads, pastas, and more, there's plenty to tempt you. It's also a family friendly spot, so take the gang and enjoy a great meal out today!",FOOD
10804,159334,5% back at Sunmerry Bakery Happy Lemon - Sawtelle,Sunmerry Bakery Happy Lemon - Sawtelle,"For more than 30 years, Sunmerry Bakery Cafe has been scratch-baking some of the freshest and tastiest Asian pastries. With plenty of convenient locations, you can stop by for a quick bite, or linger over a delicious meal. There are more than 80 different kinds of breads and cakes made here, with tasty delights like green tea croissants, taro milk cakes, sugar donuts, and so much more.",FOOD
10805,158824,5% back at Bubbakoo's Burritos,Bubbakoo's Burritos,"Crafting better burritos since 2008, Bubbakoo's Burritos is the place to go for variety, quality, and a unique hybrid skater-surf atmosphere. This is a fast-casual spot where you're in control. Pick from burritos, tacos, quesadillas, and more. Then, pick your fillings, toppings, and sauces, and dig into tasty eats just the way you like them!",FOOD
10806,159257,5% back at Asador Del Sur,Asador Del Sur,"Enjoy the hand-crafted Latin cuisine at Asador Del Sur. Influenced by the flavors and ingredients of Uruguay, Argentina, and Brazil, there's plenty on the menu to try. With a variety of simple but oh-so delicious dishes, you can enjoy your dining experience in this casual and inviting eatery. Pair your picks with a fabulous glass of wine.",FOOD
10807,159345,5% back at Friss Juice,Friss Juice,"something_here",FOOD
10808,159328,5% back at Zing King,Zing King,"Zing King is dishing up some of your favorite dishes. With a casual dining room, terrific menu, and great service, this local spot is a must-try when you're craving flavor. There's something on the menu for everyone. From burgers to biryani, it's all fresh and fabulous. Be sure to ask about the lunch specials at this busy eatery. ",FOOD
10809,158844,5% back at Mr and Mrs Scotches,Mr and Mrs Scotches,"When you're in the mood for flavor, Jamaican style, head to Mr. & Mrs. Scotches. This is a casual and inviting family-friendly spot with a big menu that's packed with flavorful fare. Open for breakfast, lunch, and dinner, you'll find their famous jerk chicken and curry goat on the menu, along with other tasty American classic dishes. ",FOOD
10810,159258,5% back at Frontera Tacos & Tequila,Frontera Tacos & Tequila,"Check out the tasty eats and refreshing drinks today at Frontera Tacos & Tequila. This is a casual, lively, and friendly Mexican eatery where fresh ingredients are hand-crafted into tempting picks. From carnitas and guacamole to enchiladas and sizzling fajitas, you can go again and again to try it all. Wash it all down with a beer or margarita.",FOOD
10811,158763,5% back at Biscuits Cafe,Biscuits Cafe - Gresham,"Open for breakfast, brunch, and lunch, Biscuits Cafe is a cozy and inviting eatery that's serving hand-crafted and oh-so delicious eats. Specializing in home-made biscuits and gravy, stuffed omelettes, and other tasty lunch picks, there's plenty on the menu here to love. Friendly service and reasonable prices add to the appeal at this busy eatery!",FOOD
10812,159040,5% back at Tick Tock Diner NY,Tick Tock Diner NY,"Tick Tock Diner is an iconic American diner. Mastering the art of casual dining, the meals here are generous, affordable, and delicious. Served in a family-friendly atmosphere and with plenty of made-to-order dishes on the extensive menu, you can enjoy breakfast, lunch, dinner, or late-night snacks at this popular eatery.",FOOD
10813,158810,5% back at Brabu Restaurant,Brabu Restaurant,"Brabu is a beachfront, neighborhood focused, coastal-Californian restaurant that's bringing you a taste of New York City. The menu highlights seasonal and organic ingredients, and with a menu of salads, wood fire oven-baked pizzas, shareable plates, and hearty entrees, there's plenty to tempt you. Don't forget about dessert at this gem!",FOOD
10814,158111,5% back at Cedar Creek Brewhouse & Eatery,Cedar Creek Brewhouse & Eatery,"Cedar Creek Brewhouse & Eatery offers the best of both worlds: delicious eats and refreshing drinks. This is a casual and friendly spot that's perfect for relaxing and having a good time out. Lunch, dinner, and weekend brunching are all options here, and keep an eye out for the live music and other special events at this popular and lively venue.",Food
10815,158087,5% back at Guadalajara Restaurant,Guadalajara Restaurant,"If you're in the mood for a delicious meal made from the freshest ingredients, head to Guadalajara Restaurant for some of the tastiest Mexican cuisine. With a variety of mouth-watering meals and scratch-made specials to tempt you, you'll be back for more! And, with picks for breakfast, lunch, and dinner, you can go any time for a great meal.",FOOD
10816,158132,5% back at The Brack Shack,The Brack Shack,"The Brack Shack is a fun, lively, and casual eatery where getting your BBQ fix is just an order away. Check out this local gem for hand-crafted favorites like meaty and tender ribs, juicy brisket, their famous smash burgers, and more. Finish with their amazing peach cobbler. Always made from the finest ingredients, dining here is tops!",FOOD
