id,external_id,title,merchant,description,category
1739,128427,5% back at Resi's Bierstube,Resi's Bierstube,"Resi's Bierstube is a restaurant, tavern and bier garden where the best beers, eats, and good cheer can always be found. This casual and friendly eatery brings the flavors and vibe of the Old Country to the city, and when you're craving German cuisine and beers, there's no place better. Head over hungry and devour traditional and classic Bavarian dishes like schnitzel, weisswurst and bratwurst, their famous potato pancakes, and of course, spaetzle. There's more on the menu, including other European favorites like goulash and sauerkraut, so you can fill up on all your favorites. And, if you're thirsty, turn your attention to the huge selection of German, Austrian and Belgium beers and ales. On tap or in the bottle, there's something for everyone. Dine inside or out when the weather is nice, and because this German eatery and drinkery is open from mid-afternoon until the wee hours of the morning, you can say prost and clink beer mugs all night long. ",FOOD
1740,128075,5% back at Violette's Vegan,Violette's Vegan,"Dining out is a never ending quest to find new foods to love (or enjoy the ones that you already do), but at Violette's Vegan you'll also find food that loves you. Proving once and for all that maintaining a vegan diet doesn't mean sacrificing flavor, selection, or satisfaction, the menu at Violette's Vegan offers plenty of breakfast, lunch, and dinner options that are fresh and filling. Start your day off with a breakfast wrap of spiced scrambled tofu and seitan sausage, a stack of whole grain pancakes, or some warm quinoa topped with fresh fruits and nuts. For a midday or evening meal there are plenty of salads, sandwiches, vegan burgers, wraps, and entrees -- like the Love Bowl (stir fried veggies) or the Mama Mia (eggplant parmigiana). All day long, the juice bar at Violette's Vegan is serving up freshly made vegan and organic juices, shakes, and smoothies. Also available for take-out and delivery, Violette's Vegan is a good meal, whether your vegan, or just pretending to be. ",FOOD
1741,128356,5% back at Einstein Bagels,Einstein Bagels,"The story behind Einstein Bros. Bagels started long ago with just one bagel, and when two inventive brothers created a whole new world of bagelosity. Today, their freshly baked bagels are legendary. Drop by before the sun comes up for one of their famous bagels toasted with your choice of schmear, or try one of their signature breakfast sandwiches. The cinnamon toast is a favorite (a cinnamon raisin bagel topped with eggs, bacon, and cheddar), and the asparagus & mushroom with Swiss is a veggie lover's delight. Of course you are also welcome to pick out a baker's dozen from flavors like cranberry, everything, poppy seed, and asiago, and share them with appreciative coworkers. And if you're craving lunch, this tasty place creates panini sandwiches, salads, soups, and bagel sandwiches that will cure any craving. Einstein Bros. is also a catering specialist. No matter if you need food for a meeting, boxed lunches for an all-nighter, or just want something tasty to feed the team, the friendly staff will create just what you need. From breakfast to lunch and back again, it all starts with the bagels at Einstein Bros.",FOOD
1742,46639,5% back at Big City Diner - Kaimuki,Big City Diner - Kaimuki,"Big City Diner is not quite located in Waikiki but is certainly worth the 5-minute drive. If you have come for great, down to earth food with lots of local specialties, you have found your place. This is the Go Pacific choice of the year, with big portions, great service and good prices. Try the meatloaf or the fresh fish, and finish off with a big dessert -- and you will still have money left to enjoy the vacation.",FOOD
1743,46857,5% back at Kings Head British Pub,Kings Head British Pub,"Enjoy a pint and a bite at St. Augustine's most authentic and traditional British Pub, the Kings Head British Pub. Pubs are social and communal places where guests can feel welcome and leave their worries at the door, and there's no better place to do all that than at this amazing venue. This English pub features an outstanding outdoor area for dining and drinking, and an interior that is decked out in dark woods, great lighting and enough English memorabilia throughout to give it a truly great ambiance. Head on over for drinks with friends, power lunches, meals with friends, family dinners and everything in between, but go hungry for the menu showcases some of England's best loved pub dishes. Try the Scotch Egg, Sausage Rolls or the Homemade Soup of the Day to get your taste buds revved up, then dine on the Traditional Cornish Pastie, Cottage Pie or the Chicken and Mushroom Pie. Don't forget about their award winning Fish & Chips and their fantastic Sunday Roast Beef Dinner, but there's plenty more on the menu, just in case you're craving something a bit more familiar. Of course, nothing goes better with an English meal than an English pint and there are plenty of choices when it comes to libations. The full service bar with great beers on tap is standing by and just ready for your order, so if you're in the mood for a tall glass of Newcastle Brown or draught cider, it is ready and waiting. Great food, plenty of drinks and friendly folk are what the Kings Head British Pub is all about, so the next time you're craving an authentic pub experience look for the double-decker bus and head on inside for a great time! (Kitchen closes at 9:00 p.m. AND they also host private parties.)",FOOD
1744,52317,5% back at Amici Italian Grill,Amici Italian Grill,"Amici Italian Grill, which joins the dining scene in the heart of eclectic Main Street in Middletown, makes for a comfortable meeting place for all ages.  The menu offers traditional Italian fare at moderate prices.  The restaurant attracts both couples out on a romantic date as well as families spending quality time together.",FOOD
1745,128611,5% back at Charcoal Zyka,Charcoal Zyka,"With a custom-built charcoal grill, you'll find a unique combination of BBQ dishes served up daily at Charcoal Zyka. This highly rated Orlando eatery features not just a full menu of authentic and traditional Indian cuisine, but also American and Portuguese creations as well. The result? A restaurant with a something for everyone attitude, and flavor in every bite. It all starts with the highest quality cuts of meat, garden-fresh veggies, and exotic spices. Under the careful and talented hands of the chefs, delicious meals accompanied by tantalizing aromas emerge from the kitchen to delight your palate. Feast on Indian classics like chicken vindaloo, tikka masala, or butter chicken, or try other fare like beef curry, biryanis, lamb korma, goat Madras, and of course, tandoor specialties. Or, skip across the globe and feast on Portuguese-inspired dishes like the irresistible chicken, BBQ steaks, grilled salmon, wraps, juicy burgers, sandwiches, sandwiches and more. Plus, with a variety of halal and zabiha dishes, not only is this place perfect for everyone, it is in the heart of Orlando making it a great stop before or after heading out for a day at any of the close-by local attractions. ",FOOD
1746,54592,5% back at We Be Sushi,We Be Sushi,"We Be Sushi attracts a young crowd with its casual, relaxed and friendly atmosphere, good for groups. The restaurant is specialized in sushi, but also has hot entrée options - tempuras, teriaki specialties, etc. - in diner and lunch time, for good prices. We Be Sushi provides catering and take out services.",FOOD
1747,52449,5% back at Emma's Pub & Pizza,Emma's Pub & Pizza,Emma's Pub and Pizza has got it all for a fun family evening of great dining. The game area beckons pool sharks and amateurs to the table. The brightly lit surroundings and colorfulness welcomes everyone. Thick or crispy tavern style pizza is served with a smile. Emma's is pub-style dining at its finest.,FOOD
1748,128728,5% back at Rome's Pizza,Rome's Pizza,"Rome's Pizza is an award-winning eatery where only the freshest and tastiest are ever good enough. And now, with another convenient location, getting your hands on their legendary eats is easier than ever. Head over to this casual and friendly Potranco Road location and feast on their incredible pizzas which come in a variety of sizes to cure any hunger. Check out traditional favorites like the super deluxe which is fully loaded, or try one of their signature pesto pizzas. The Millennium 3 is topped with organic basil pesto, rosemary-roasted new potatoes, spinach, seasoned chicken, and more, and a signature white pizza like the peppered steak features thinly sliced rib eye.  Of course you can build your own -- pick from toppings like mushrooms, chipotle pesto sauce, chorizo, gyro meat, pine nuts, and much more. At Rome's Pizza they realize not everyone loves pizza, which is why they created a variety of pastas, oven-toasted sandwiches, and Mediterranean favorites to tempt even the pickiest. Dolmas, falafel, panini sandwiches and more are all as tantalizing as the pizzas! With quality eats and friendly service, you don't need to go to Italy for amazing Italian food, just go to Rome's Pizza!",FOOD
1749,128426,5% back at The Crooked Pint Ale House,The Crooked Pint Ale House,"Call it The Pint or call it CP, but no matter how you name it, the Crooked Pint Ale House remains an area favorite for eating, drinking and having a great time. Known as a gathering place, watering hole and terrific place to catch the big game, this is a nouveau urban pub with the feel of a neighborhood eatery. Here you'll find a fun vibe which is accentuated by the décor which showcases rough-sawn oak floors and classic pub furnishings and finishes. Head over for lunch, brunch, dinner or late-night eats, and fill up on juicy burgers, chicken pot pie, the drunken sirloin with a plate-licking worthy whiskey sauce, wings, poutine, and so much more. With nearly 60 choices, there's something for everyone! Don't forget about the libations -- there are 28 beers on draft which include a variety of local and regional craft favorites, wines, and a generous selection of bourbons and scotches, just to name a few. And, if you're looking for something to do, head over for live music every weekend, where local, regional and national acts take to the stage. And, with plenty of TVs, including one of the largest big screens in downtown Minneapolis, you can catch the big game in style. There's also music trivia on Wednesday and plenty more going on all the time. Conveniently located in historic South Washington Avenue, no matter if you're starting your night or just finishing it, you can't help but love the Crooked Pint.",FOOD
1750,128233,5% back at Boardwalk Pizza,Boardwalk Pizza,"Enjoy all the flavors of the Boardwalk without the drive at Boardwalk Pizza. This casual and cheery eatery has a diverse but not overwhelming menu filled with dishes that are meant to remind you of lazy summer days at the seaside. From their delish pizza, by the slice or topped your way, to pastas, homemade fried chicken, jumbo and juicy burgers, hot and cold specialty heroes, and desserts like the funnel cake, zeppoles or cotton candy, you can enjoy the best of the seashore right in Fairfield. With friendly service and a décor that will remind you of the Jersey Shore, it's easy to love everything about this place. Dine-in, call for delivery or take-out, or ask about private parties or catering -- with food that is fun to eat and perfect for kids and kids at heart, the next time you're after a terrific meal, head to Boardwalk Pizza!",FOOD
1751,54599,5% back at La Terrazza,La Terrazza,"Casual but elegant, La Terraza has a worm, cozy ambience, enhanced by two fireplaces, a garden setting and outside dinning area, and can be a good option for a meal with the family or a romantic dinner for two. The restaurants menu offers Italian and continental food and a good chart of wines. Private parking, take out and private parties services available.",FOOD
1752,55579,5% back at Sunrise/Sunset,Sunrise/Sunset," This family owned and operated diner-style restaurant has served breakfast and lunch using health-conscious cooking techniques and ingredients since 1983. For example, all of their potato items are baked, not fried; they use high-quality Hormel Cure 81 and Black Label meats; and they will substitute their real eggs with low-fat, low-cholesterol Simply Eggs for a small additional charge. The large, mostly breakfast-oriented menu features dozens of egg dishes (such as omelets, skillets, Eggs Benedict and breakfast burritos) and pancakes. Four of the egg dishes are listed as ""hot"" and contain spicy sausage, onions and jalapenos. Also on the menu are hamburgers, salads, sandwiches and quesadillas. The restaurant claims that many of its ingredients, such as its sausage gravy, are made fresh from scratch every day. Sunrise/Sunset is open from 6:30 a.m. to 2 p.m. daily.",FOOD
1753,126901,5% back at Special City Pizza,Special City Pizza,"When the hunger for fresh and delicious pizza strikes, you don't want a place with frou-frou waiters and fancy white napkins on the table. You want a place that is all about the art of creating the finest and freshest pizzas, and that's exactly what you'll find at Special City Pizza. The specialty pizzas are the star of the show at this no frills eatery, and with choices like the Buffalo chicken pizza and white shrimp pizza to try, you can try 'em all and discover your favorites. Build your own masterpiece from the crust up, or opt for Stromboli, calzones, the mushroom cheese steak, hot or cold subs, wraps, and pastas like the lasagna, baked ziti or stuffed shells. The diverse menu isn't the only thing to love about this place -- the service is friendly and you can BYOB to have a casual Italian meal you won't soon forget! ",FOOD
1754,128628,5% back at Nirala Sweets & Restaurant,Nirala Sweets & Restaurant,"Nirala Sweets & Restaurant is Sunrise's home for Indian, Pakistani, and Bangladeshi cuisine, providing only zabihah halal food to hungry locals and travelers alike. The family restaurant is designed to offer a casual dining experience with refined touches, and includes a buffet-style lunch that runs from 11:30 a.m. until 5 p.m. every weekday. The halwa puri breakfast is also an excellent deal, available from 10 a.m. until 3 p.m. on Saturdays and Sundays. If you're dining a la carte, the menu offers a treasure of items including the succulent goat paya, chicken tikka, shrimp masala, lahori chaat, fish curry, lamb biryani, and more. Nirala is known for it's catering, and can accommodate 10-500 guests -- including those looking for spacious banquet halls. Thought Nirala was done? The restaurant has one more trick up its sleeve...a pastry shop that specializes in homemade Indian sweets! Everything is housemade and completely irresistible. Browse the display cases and discover delicious sweets like the  akhrot halwa, almond burfi, gulaab jamun, and dozens of other favorites from the subcontinent.",FOOD
1755,61858,5% back at Giuseppe's on 28th,Giuseppe's on 28th,"One of the best kept secrets in Phoenix and featured on the Food Network Channel, Giuseppe's Italian Kitchen has delighted diners with authentic Italian fare for more than two years. Owned by Phoenix Symphony's first cellist, Mr. Richard Bock, Giuseppe's has established itself as one of the best Italian restaurants in the Valley of the Sun. Mouth-watering pasta specials run the gambit from tuna with olives and capers to eggplant with sweet peppers. Giuseppe's cooks up five different homemade sauces and is happy to create dishes at the customer's request, unless you're happy to give in to the allure of veal stew, a ""Best of Phoenix"" winner, or choose one of the other seasonal dishes. Finish off your dinner with tiramisu or gelato and you will feel as if you just had a trip abroad. Open for lunch or dinner, this place provides authentic food at extremely reasonable prices in a cozy atmosphere. On Friday and Saturdays, savor unbelievable specialties like fresh pasta and osso buco. Giuseppe's has recently added a nice selection of wines by the glass, reasonably priced just like everything else here! A continual New Times ""Best of Phoenix"" winner for ""Best Neighborhood Italian,"" Giuseppe's is worthy of all its praise.",FOOD
1756,62011,5% back at Nonna Silvia's Trattoria,Nonna Silvia's Trattoria,"Enjoy homestyle touches at this cozy, casual restaurant which brings an authentic taste of Italy to the area. Always highly reviewed and rated, the Chicago Tribune wrote: ""comforting Italian fare makes it a fine place to take the family or for smaller parties to enjoy a relaxing meal."" Perhaps it is the genuine hospitality or the relaxing atmosphere that draws newcomers in, but it is for sure the hand-crafted seasonal dishes that keeps them coming back for more. The menu is varied and vast with selections of spaghetti and meatballs, pizza, homemade gnocchi, grilled pork chops, roasted salmon, Veal Marsala and baked clams, just to name a few. Try classics like the Carpaccio, House Made Swiss Chard Fettucini, the Pollo Veneto with a divine goat cheese cream sauce, or any of their daily specials when craving a scrumptious meal. There's plenty more on the menu; you can go back again and again to sample all the dishes!  Dine in the rustic and bistro-like dining room, or, if the weather is pleasant, dine al fresco on the spacious patio. Ideal for power lunches, family dinners, romantic dates and even special events (book their fantastic private party room which can comfortably accommodate up to 50 guests in style), make Nonna Silvias Trattoria & Pizzeria your new favorite when craving a delicious meal and all around amazing time.",FOOD
1757,63051,5% back at Nino's Italian Restaurant,Nino's Italian Restaurant,"Nino's Italian Restaurant & Pizzeria features home-style Italian cooking at reasonable prices. The menu consists of old standbys such as lasagna, ravioli, spaghetti and parmigiana dinners.  They also feature a variety of sandwiches, burgers and deli-style subs.  Pizza toppings range from the usual to the gourmet. There are also a number of Italian specialty sandwiches and pizzas. They serve wine and beer.",FOOD
1758,126344,5% back at Bar 7 Grill,Bar 7 Grill,"Looking for metro Detroit's premier bar and grill? Head straight for the lucky confines of Bar 7 Grill, where you'll always roll up a good time...day or night! Conveniently located in the center of Southfield, Bar 7 is unlike any other area destination thanks to a gourmet bar menu, signature drinks, and a lounge vibe that has made this place a favorite among locals and travelers alike. The chef invites you to enjoy premium quality, contemporary aesthetics, and unmatched tastes like the fresh Scottish seared salmon, fettuccine Alfredo, succulent lamb chops, specialty pizzas, and more. If you're craving pub-style classics, this place doesn't disappoint; dishing up everything from coconut shrimp and Certified Angus Beef sliders to classic Philly steaks and battered Icelandic cod sandwiches. The all-natural fresh wings are a terrific treat as well, available in several quantities and styles -- mild, medium, hot, honey barbecue, or just enjoy them plain! The drink list is every bit as enticing with a mix of martinis, shooters, and cocktails, along with Happy Hour specials available from 4-7 p.m. every Tuesday through Friday. Don't pass up the amazing lunch specials either, because they are sure to perk up any weekday afternoon. Whether it's just a few drinks, a leisurely dining experience, or a day spent watching the big game on one of the many televisions in this comfortably contemporary spot, you are sure to enjoy your visit to Bar 7 Grill.",FOOD
1759,58050,5% back at Fireside Restaurant,Fireside Restaurant," Fireside restaurant is the place to go for food and fun. With several different seating areas, you can chill out on the all-weather patio with the retractable roof open on sunny days, cozy up next to the fireplace in the dining room, cheer on your favorite team in the lounge, or catch up with friends with Fido by your side on the front side cafe (dog friendly). And, with the best late night dining on the North Side, you can enjoy a tasty meal until 3 a.m. Speaking of food, not to be missed are their famous ribs. Smoked for hours in their in-house smoker, they are juicy, tender and full of flavor. House specialties are also terrific, and include dishes like the Fireside rotisserie chicken, Cajun meatloaf, fish & chips, and more. There's plenty more on the menu, including pastas, the decadent homemade smoked Gouda mac & cheese, burgers, sandwiches, pizzas and more. Plus, the full-service bar is stocked with a huge number of on-tap beers and more than 100 in the bottle. The wine list is extensive, and be on the lookout for special events which include their 200-ingredient bloody  Mary bar. Lunch and dinner are always amazing at this venue, but their brunch menu is also stellar. Fabulous service, delicious food and a great ambiance have helped to make Fireside an area favorite! ",FOOD
1760,126566,5% back at McDonald's - Portola Pkwy,McDonald's - Portola Pkwy,"Since 1955, McDonald's has been serving some of the world's favorite food. The golden arches beckon you to a place where you know the food is going to be fast and delicious. McDonald's may be the most iconic fast food restaurant in the world, but it is also the place where you'll find tasty and affordable meals for breakfast, lunch and dinner. From steaming cups of premium blend McCafé coffees to classic Egg McMuffins and fruit & maple oatmeal, mornings have never been tastier. For lunch, dinner and late-night snacks, wrap your hands around hearty and oh-so-satisfying Big Macs, Premium Grilled Chicken Club sandwiches, or the classic Cheeseburger. With sandwiches to make the meal, world famous fries and crisp, garden-fresh salads, you can have a meal that is perfect from the first bite to the last. Kids also love McDonald's -- with their famous Happy Meals, each box is full of child-friendly goodness. The Dollar Menu is also a great choice when needing a snack on the go, or something extra with your meal. No matter when you go, McDonald's will always be there for you with hot, fresh and delish food! ",FOOD
1761,63183,5% back at Wooden Nickel Sports Bar & Grill,Wooden Nickel Sports Bar & Grill,"Meet your friends at the Wooden Nickel Sports Bar & Grill and enjoy tasty American fare and a lot of fun! You'll feast on favorites of homemade soups of the day, fresh appetizers, specialty sandwiches, juicy burgers, and one of their famous homemade pizzas. While you're there, be sure to try the Slow Pitch Sirloin Sandwich, Fisherman's Lake Perch Sandwich, or the Curler's Cod Sandwich. A great place for the whole family, the Wooden Nickel Sports Bar & Grill offers a children's menu. Stop by tonight!",FOOD
1762,126451,5% back at Oscar's Place,Oscar's Place,"Oscar's Place is a modern European restaurant where you'll find a mix of Belgian and British cuisine. The West Village was distinctly lacking in a great place to get a good old fashioned English breakfast and authentic fish & chips, leading to the transformation of this place into a rustic, humble and charming place to dine. Open daily for breakfast, lunch and dinner, you can watch the chef prepare each meal via the open kitchen, or dine outside when the weather is fine. Dine on omelettes, waffles (served all day), any of the three daily soups, croque sandwiches, and for dinner, classics like chicken pie, beer-battered fish & chips, beef stew, steak au poivre, and more. The daily vegetable mash changes with what's fresh and available, ensuring that each meal is as delicious as it can be. The service is top-notch, and with views of St. Luke's Garden, it's easy to forget that you're in the heart of New York City. ",FOOD
1763,126431,5% back at Stax Cafe,Stax Cafe,"Situated just west of downtown, Stax Cafe is a true modern classic, complete with home-style decor and service that will make your afternoon and mornings brighter. One thing Stax is not here to do is to ""reinvent"" your morning meal or entice diners with the promise of ""breakfast with a twist"". Stax is a celebration of authentic American breakfast classics made with as much quality and integrity as possible. Take the ubiquitous pancake, which at many other eateries has become an adventure in ""how many crazy fillings/flavors can we add to our pancakes"". Here though, it's all about the simplicity of the dish...about the perfect Johnny cake...the ideal buckwheat pancake...the irresistible silver dollar pancake. That's a process that follows through everything they do at Stax, whether you want a three-ingredient omelette, masterfully delicate crepe, French toast, or savory eggs Benedict. Stax likes to keep things varied too, which is why they stock three different farmed eggs to choose from, as well as five different kinds of homemade bread. Even their presentations showcase variation, like with the oatmeal, which not only comes with raisins and brown sugar, bud adds freshly toasted walnuts, strawberry jam, cinnamon, and whole milk to the dish. The diversity also extends to the condiments, which include hot sauces, house-made ketchup, giardiniera, infused and real maple syrup, fresh fruit preserves, locally-ground spices, and more. While the all-day breakfast is enough for most, others can enjoy a lineup of lunch items developed to complement Stax's morning-flavor profile through options such as BLTs, burgers with fried egg and cheese, Cobb salads, and more. Stax also sports a top-notch coffee program and an entire juice ""culture"" that serves up only tasty offerings that include orange and grapefruit juice that is squeezed fresh right here on site. ",FOOD
1764,126192,5% back at Asahi Sushi,Asahi Sushi,"With a menu that includes sushi and sashimi, specialty rolls, soups and salads, noodle dishes, lunch and dinner boxes, and full entrees, there's something for everyone. Closed on Tuesdays, Asahi Sushi offers dine-in, carry-out, and delivery options, so you can enjoy a meal out or dine from the comfort of home. Popular menu items include vegetable dumplings, shrimp tempura roll, chicken udon, ophira roll, and chicken katsu. If you're in the mood for sushi, there are plenty of sushi and sashimi entrées to choose from--served with miso soup and salad--or the selection of a la carte rolls is seemingly endless. For non-sushi options there are teriyaki, hibachi, noodle, and donburi dishes. Between their wide variety of menu items and their quick service, Asahi Sushi makes a great option for lunch or dinner whenever you're in the mood for Asian food.",FOOD
1765,128711,5% back at Edible Arrangements,Edible Arrangements,"Want to add a little sweetness to the life of a loved one, friend, or business associate? There's no better way than with a magnificent arrangement from Edible Arrangements&reg;! Each is hand crafted with a wide array of fresh fruits to create a wow-worthy treat that is as beautiful as it is delicious. Or, if you're looking for something even more delightfully decadent, try a Chocolate Dipped Fruit&trade; box. Whether you choose the classic Simply Dipped Fruit Box, containing up to 12 pieces of their four most popular chocolate-covered fruits; the new Trail Mix Trio&trade;, a crunchy confection inspired by everyone's favorite outdoor treat; or anything in between, Edible Arrangements guarantees happiness with every bite. <br> <br>Rewards can only be earned in store</b>, so visit one of the knowledgeable Fruit Experts&reg; at a participating program location near you today!",FOOD
1766,63313,5% back at Alan's of Boscawen,Alan's of Boscawen,"Outside the hustle and bustle of the capital of New Hampshire lies your one-stop shop for anything from a casual drink to an exquisite wedding reception. Alan's of Boscawen is a dining landmark located near Concord that offers great accommodations in a relaxed, unassuming setting.  A family owned restaurant, it has been a local favorite for over 20 years and built its reputation on fine food, elegant dining and extremely professional catering services.  Their restaurant menu offers a wide variety of appetizers, soups, salads and sandwiches.  Entrees are a mix of pastas, seafood, stir-frys, fajitas and much more including Alan's five new signature pizzas!  Alan's also offers ""heart healthy"" selections which help in making their menu able to satisfy everyone in your party.  The restaurant also serves daily specials and delicious, homemade specialties.  In addition to their restaurant, Alan's full service catering is available for any size event and is one-stop shopping for all your function needs.  They can provide customized menus as well as tents, tables, chairs, china and every other detail.  Whether you are interested in Alan's for their catering service or a delicious night out at a restaurant, they promise to make every meal and every event a memory you won't soon forget.",FOOD
1767,60068,5% back at Arni's,Arni's,"An Indiana favorite since 1965, Arni's may have expanded over the decades, but the goal remains the same ... to provide a fun place to eat, with efficient service, and great food at reasonable prices. It's a tall order, but this eatery succeeds on all counts, and that is why patrons are loyal for life. The setting is casual to accommodate dining that often requires digging in with both hands. So grab some extra napkins, because you'll need them to handle the Award Winning Thin Crust Pizzas, 8-oz. Angus Burgers, Bountiful Salads and Meaty Wings! Great for a business lunch or family dinner, the lineup includes unbeatable Soup & Salad or Pizza & Salad lunch specials from 11 a.m. - 3 p.m. daily. There's a Kid's Menu with good-for-you sides. But if it's a special occasion, go ahead and splurge, because the desserts are simply outrageous.",FOOD
